,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
711,2339,"Елочная игрушка Танцовщица Аврора - Ласточкин балет 15 см, подвеска",2000.0,/goods/elochnaya-igrushka-tancovshhica-avrora---lastochkin-balet-15-sm-podveska/,Балет,M (15-30 см),Полистоун,черный,премиум,Нет,Нет,0.06,0.0003,Китай,Нидерланды
712,2348,Светящаяся елочная игрушка Пряничный Домик с глазурью 10 см,640.0,/goods/elochnoe-ukrashenie-pryanichnyj-domik-s-podsvetkoj-9x7x10-sm/,Домики,S (7-14 см),Полистоун,кремовый / светлое дерево,стандарт,Нет,Да,0.14,0.0009,Китай,Россия
713,2349,"Елочная игрушка Карета Баронессы Сантанико 10 см, подвеска",1380.0,/goods/elochnaya-igrushka-kareta-baronessy-santaniko-10-sm-podveska/,Персонажи сказок,S (7-14 см),Текстиль,золото,премиум,Нет,Нет,0.02,0.0001,Индия,Бельгия
714,2352,Декоративная нить De Carto 4 м темно-синяя,230.0,/goods/dekorativnaya-nit-de-carto-4-m-temno-sinyaya/,Крючки и подставки для украшений,XXL (81 см и более),Текстиль,синий / голубой,стандарт,Нет,Нет,0.02,0.0004,Китай,Нидерланды
715,2353,"Набор стеклянных елочных игрушек Сосульки Мельбурн 15-25 см серебряный, 4 шт, подвеска",2100.0,/goods/nabor-steklyannyh-elochnyh-igrushek-sosulki-melburn-15-25-sm-serebryanyj-4-sht-podveska/,Сосульки,M (15-30 см),Стекло,серебро,премиум,Да,Нет,0.18,0.0013,Китай,Бельгия
716,2360,Декоративный бант Charette 33*28 см серебряный,570.0,/goods/dekorativnyj-bant-charette-33-sm-serebryanyj/,Банты на елку,L (31-50 см),Текстиль,серебро,стандарт,Нет,Нет,0.07,0.0049,Китай,Нидерланды
717,2364,Елочная игрушка Снеговик Сноули - Copperfrost Tales 12 см,1590.0,/goods/elochnaya-igrushka-snegovik-valli-12-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,шоколадный / коричневый,стандарт,Нет,Нет,0.12,0.0005,Китай,Нидерланды
718,2365,Елочная игрушка Дед Мороз с Елочкой - Golden Crema 13 см,1830.0,/goods/elochnaya-igrushka-santa-s-elochkoj---golden-crema-13-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,золото,премиум,Нет,Нет,0.11,0.0004,Китай,Нидерланды
719,2366,Бумажное украшение Елочка Алетия фиолетовая,300.0,/goods/bumazhnoe-ukrashenie-elochka-aletiya-26-sm/,Елочки,M (15-30 см),Бумага,фиолетовый,стандарт,Нет,Нет,0.09,0.0004,Китай,Нидерланды
720,2367,"Елочная игрушка Малютка Белль - Foresta di Noci 12 см, подвеска",1560.0,/goods/elochnaya-igrushka-malyutka-bell---foresta-di-noci-12-sm-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.1,0.0003,Китай,Бельгия
721,2368,Елочная игрушка Фея Андора - Лориэнский Лес 10 см бирюзовая,2190.0,/goods/elochnaya-igrushka-feya-andora---lorijenskij-les-10-sm-biryuzovaya-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,бирюзовый,премиум,Нет,Нет,0.08,0.0004,Китай,Нидерланды
722,2369,"Елочная игрушка Бык Брюс 12 см, подвеска",170.0,/goods/elochnaya-igrushka-byk-bryus-12-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,эконом,Нет,Нет,0.07,0.0002,Китай,Россия
723,2370,"Стеклянная елочная игрушка Лев Тедерик 14 см, подвеска",2200.0,/goods/steklyannaya-elochnaya-igrushka-lev-tederik-14-sm-podveska/,Животные,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.03,0.0006,Германия,Германия
724,2371,"Елочная игрушка Динозавр Тициан: Mesozoico 14 см, подвеска",1130.0,/goods/elochnaya-igrushka-dinozavr-tician-mesozoico-14-sm-podveska/,Животные,S (7-14 см),Пластик,шоколадный / коричневый,премиум,Нет,Нет,0.06,0.0004,Китай,Нидерланды
725,2372,Елочная игрушка Кот Сфинкс на софе 9 см,1980.0,/goods/elochnaya-igrushka-kot-sfinks-na-sofe-8-sm/,Животные,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.11,0.0005,Китай,Нидерланды
726,2374,Елочная игрушка Зайка Оттили - Волшебница ягодного леса 14 см,740.0,/goods/elochnaya-igrushka-zajka-ottili---volshebnica-yagodnogo-lesa-14-sm-podveska/,Животные,S (7-14 см),Полистоун,белый,стандарт,Нет,Нет,0.11,0.0009,Китай,Нидерланды
727,2375,Елочная игрушка Сова Джун 9 см терракотовая,1820.0,/goods/elochnaya-igrushka-sova-dzhun-9-sm-terrakotovaya-podveska/,Птицы,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.09,0.0002,Китай,Нидерланды
728,2379,Стеклянная елочная игрушка Santa from Bavaria 17 см,9520.0,/goods/steklyannaya-elochnaya-igrushka-santa-from-bavaria-17-sm/,"Дед Мороз, Снегурочка и Снеговик",M (15-30 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.11,0.0019,Германия,Германия
729,2386,Искусственная Магнолия Stellata 122 см,990.0,/goods/iskusstvennaya-magnoliya-stellata-122-sm/,Цветы,XXL (81 см и более),Текстиль,кремовый / светлое дерево,стандарт,Нет,Нет,0.11,0.0073,Китай,Нидерланды
730,2387,"Искусственные розы для декора Lallita 2 см, 12 шт, кремовые",130.0,/goods/sluzhebnyj-nabor-dlya-deleniya-na-31102/,Цветы,XS (до 6 см),Пенополистирол,кремовый / светлое дерево,стандарт,Да,Нет,0.02,0.001,Китай,Нидерланды
731,2388,"Искусственные розы для декора Lallita 18 см, 7 шт, жемчужные",250.0,/goods/sluzhebnyj-nabor-dlya-deleniya-na-31162/,Цветы,M (15-30 см),Пенополистирол,белый,стандарт,Да,Нет,0.11,0.0037,Китай,Нидерланды
732,2390,Искусственная ветка Hibiscus Chiara 68 см красная,700.0,/goods/iskusstvennaya-vetka-hibiscus-chiara-68-sm-krasnaya/,Цветы,XL (51-80 см),Текстиль,красный / бордовый,премиум,Нет,Нет,0.03,0.0057,Китай,Италия
733,2394,"Елочная игрушка Балерина Мэйв - Антрацитовые Грезы 12 см, подвеска",1120.0,/goods/elochnaya-igrushka-balerina-mjejv---antracitovye-grezy-12-sm-podveska/,Балет,S (7-14 см),Полистоун,черный,премиум,Нет,Нет,0.03,0.0002,Китай,Бельгия
734,2397,"Елочная игрушка Венецианская Маска - White Orchid 18 см, подвеска",2480.0,/goods/elochnaya-igrushka-venecianskaya-maska---white-orchid-18-sm-podveska/,Миниатюры,M (15-30 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.07,0.0003,Таиланд,Бельгия
735,2399,"Набор стеклянных елочных игрушек Остров Пасхи 10-14 см, 6 шт",2790.0,/goods/nabor-steklyannyh-elochnyh-igrushek-ostrov-pashi-10-sm-6-sht-podveska/,Миниатюры,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Да,Нет,0.37,0.007,Китай,Нидерланды
736,2402,Гирлянда Боа из перьев 184 см светло-лиловая,820.0,/goods/girlyanda-boa-iz-perev-184-sm-svetlo-lilovaya/,Текстильные игрушки,XXL (81 см и более),Перья,фиолетовый,стандарт,Нет,Нет,0.12,0.0015,Китай,Нидерланды
737,2404,"Светящаяся елочная игрушка Снеговик с Елочкой 10 см на батарейке, RGB, подвеска",368.0,/goods/svetyashheesya-ukrashenie-snegovik-s-elochkoj-10-sm-rgb-svetodiod-batarejki-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Пластик,разноцветные,стандарт,Нет,Да,0.11,0.0004,Китай,Россия
738,2405,"Елочная игрушка Эльф Асвольд - Elvish Forest 28 см, подвеска",3210.0,/goods/elochnaya-igrushka-jelf-asvold---elvish-forest-28-sm-podveska/,Гномы и Эльфы,M (15-30 см),Полистоун,зеленый,премиум,Нет,Нет,0.07,0.0005,Таиланд,Бельгия
739,2409,Стеклянная елочная игрушка Зодиак - Лошадка с Дедом Морозом 8 см,1490.0,/goods/steklyannaya-elochnaya-igrushka-zodiak---loshadka-s-dedom-morozom/,Символ года 2026,S (7-14 см),Стекло,синий / голубой,стандарт,Нет,Нет,0.06,0.0005,Россия,Россия
740,2412,"Елочная подвеска Листик 22 см, оранжевый, подвеска",330.0,/goods/elochnaya-podveska-listik-22-sm-oranzhevyj-podveska/,Изысканные подвески,M (15-30 см),Пластик,желтый / оранжевый,стандарт,Нет,Нет,0.04,0.0002,Китай,Швеция
741,2417,"Елочная игрушка Бант Аврора 11*10 см серебряный, подвеска",150.0,/goods/elochnaya-igrushka-bant-avrora-11-sm-serebryanyj-podveska/,Банты на елку,S (7-14 см),Пластик,серебро,эконом,Нет,Нет,0.02,0.0002,Китай,Нидерланды
742,2418,Бант на елку Bella Olive: Узоры 15*11 см,360.0,/goods/bant-na-elku-bella-olive-uzory-15-sm/,Банты на елку,M (15-30 см),Текстиль,зеленый,стандарт,Нет,Нет,0.02,0.0004,Китай,Нидерланды
743,2419,"Стеклянная елочная игрушка Сердечко Кокетка 6.5 см серебряное, подвеска",480.0,/goods/steklyannaya-elochnaya-igrushka-serdechko-koketka-65-sm-podveska/,Сердечки,XS (до 6 см),Стекло,белый,стандарт,Нет,Нет,0.03,0.0002,Россия,Россия
744,2421,"Елочная игрушка Снеговик Витале в шляпке 8 см, подвеска",440.0,/goods/elochnaya-igrushka-snegovik-vitale-v-shlyapke-8-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,белый,стандарт,Нет,Нет,0.04,0.0005,Китай,Нидерланды
745,2422,"Елочная игрушка Снеговичок Олли с Пингвиненком на санях - Веселые Каникулы 8 см, подвеска",1830.0,/goods/elochnaya-igrushka-snegovichok-olli-s-pingvinenkom-na-sanyah---veselye-kanikuly-8-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,разноцветные,премиум,Нет,Нет,0.1,0.0003,Китай,Нидерланды
746,2424,"Елочная игрушка Ангел Севаль - Musico de Gracia 9 см, подвеска",1060.0,/goods/elochnaya-igrushka-angel-seval---musico-de-gracia-9-sm-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.04,0.0001,Китай,Италия
747,2425,"Елочная игрушка Олень Теодор с фруктовым венком 13 см, подвеска",1800.0,/goods/elochnaya-igrushka-olen-teodor-s-fruktovym-venkom-13-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.09,0.0005,Китай,Нидерланды
748,2428,"Елочная игрушка Корова Патриция - Рождественские приключения 13 см, подвеска",220.0,/goods/elochnaya-igrushka-korova-patriciya-rozhdestvenskie-priklyucheniya-13-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,эконом,Нет,Нет,0.72,0.0001,Китай,Россия
749,2429,"Стеклянная елочная игрушка Леопард Дарьета - Grand Nature 13 см, подвеска",1760.0,/goods/steklyannaya-elochnaya-igrushka-leopard-dareta---grand-nature-13-sm-podveska/,Животные,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.03,0.0006,Китай,Бельгия
750,2430,"Елочная игрушка Динозавр Марко: Mesozoico 10 см, подвеска",1260.0,/goods/elochnaya-igrushka-dinozavr-marko-mesozoico-10-sm-podveska/,Животные,S (7-14 см),Пластик,шоколадный / коричневый,премиум,Нет,Нет,0.1,0.0005,Китай,Нидерланды
751,2431,"Елочная игрушка Единорог Ганэль с золотыми крыльями 15 см, 2 шт, подвеска",550.0,/goods/elochnaya-igrushka-edinorog-ganjel-s-zolotymi-krylyami-15-sm-2-sht-podveska/,Животные,M (15-30 см),Акрил,золото,стандарт,Да,Нет,0.15,0.0012,Китай,Нидерланды
